labels,text,expr_s,prob_expr_s,max_prob
anger,Being insulted on a bus. ,shame,"[0.9754831294218699, 0.9845220645268759, 0.9129248162110647, 0.873660147190094, 0.0010194637628349785, 0.7621717502673467, 0.9901291827360789]",0.990129182736078
sadness,Insulted by my mother. ,anger,"[0.9877873460451762, 0.984542578458786, 0.8972147901852926, 0.683859646320343, 0.0007412488703266717, 0.7496591607729594, 0.9848285416762034]",0.9877873460451762
disgust,A relative not acting on her promise. ,shame,"[0.8932183186213175, 0.8773520390192667, 0.8243497858444849, 0.8999891877174377, 0.0016796432804161061, 0.8560008505980173, 0.9218696852525076]",0.921869685252507
shame,First time going out with a boy and other people laughed at us. ,shame,"[0.8142131070295969, 0.7818189362684885, 0.7971861114104589, 0.8723343213399252, 0.1779029369354248, 0.694514736533165, 0.9455931484699249]",0.945593148469924
guilt,A friend wanted to give me a surprise into my room and I thought she was stealing from the room. ,anger,"[0.8573928574721018, 0.35879573225975037, 0.8328204055627187, 0.7546303371588389, 0.05768803848574559, 0.42184265827139217, 0.7533054947853088]",0.8573928574721018
joy,Being asked to go out by someone I care. ,joy,"[0.19087629936014613, 0.007491217373171821, 0.25389833267157275, 0.34185380550722283, 0.723282386859258, 0.11714157400031884, 0.12950071319937706]",0.723282386859258
fear,Before an important examn. ,fear,"[0.4296884586413701, 0.17786875367164612, 0.6991968552271525, 0.5906620572010676, 0.04661108029540628, 0.4045010119055708, 0.2636573302249114]",0.6991968552271525
anger,My parents do not like my friend and told me to stay away from him. ,disgust,"[0.8993735512097677, 0.9484891295433044, 0.8670956889788309, 0.8944209317366282, 0.09095614960339542, 0.8001598020394644, 0.9186339279015859]",0.9484891295433044
sadness,My friend not allowed to go to the English lectures. ,guilt,"[0.8628830214341482, 0.7938742637634277, 0.8617462416489919, 0.9555073877175649, 0.23371496393034855, 0.9052109022935232, 0.9437701106071472]",0.9555073877175649
disgust,Postgraduate students talking about girls stupid. ,shame,"[0.8234039942423502, 0.9467082222302755, 0.628219743569692, 0.7369959404071172, 0.008544418305973522, 0.37850329528252286, 0.968388428290685]",0.96838842829068
shame,Ctiticized by teachers in public. ,anger,"[0.9765248199303945, 0.964907705783844, 0.9354053835074106, 0.7772759174307188, 0.004990041192892629, 0.5839902547498544, 0.9700066248575846]",0.9765248199303945
guilt,My friend did not do well in the examn because I did not help him. ,guilt,"[0.830285648504893, 0.7146012832721075, 0.7495885143677393, 0.9726637899875641, 0.06073624252652129, 0.8420436878999075, 0.9210221866766611]",0.9726637899875641
joy,"I went on a picnic to the country side park. The beautiful scenary made me feel relaxed and every worry disappeared , thus the picnic was worthwhile. ",joy,"[0.0044152621024598675, 0.004037957522086799, 0.01643179976963438, 0.22108173145291707, 0.9380146662394205, 0.00605287728831172, 0.03893379230673114]",0.9380146662394205
fear,I am afraid of my academic results as I will face several problems. I am scared of my limitations and the unlimited problems and I do not know how to cope with them. ,fear,"[0.7492406964302063, 0.7826459010442098, 0.984059085448583, 0.9066214362780253, 0.13740825773372004, 0.9035740196704865, 0.8009513318538666]",0.984059085448583
anger,"I quarrelled with my brothers (twins) at home on saturday. One of them studies in a private school and the other one is repeating his form five. They do not know what they are doing. They follow every word of their teachers, books and systems. They always try to rationalize their bad acts by some game and they are satisfied with their awkward life. I have tried to persuade them very often but have failed. This time I had a fight as they have no voluntary spirit (they did not polish the floor). ",shame,"[0.9386917551358541, 0.923490971326828, 0.8877328634262085, 0.9437403778235117, 0.3929675295948982, 0.9134263594945272, 0.9459719161192576]",0.945971916119257
sadness,I have been thinking of changing my major for a few months. My original major was Chinese language and it blocks my way. I have to face many problems at the sametime and I do not know what is real and virtuous. I do not know if I am not interested in Chinese or if there are other factors which make me sad. I am not very clear on what I can do for the study of Communication and Journalism. I am not clear about what I can do. What are the limitations ? I hesitate but I feel more adjusted now. ,sadness,"[0.6893246322870255, 0.7405192156632742, 0.839368611574173, 0.9130033453305563, 0.4425845133761565, 0.9296848773956299, 0.7192092289527258]",0.9296848773956299
disgust,I had been forced to get together with strange and disgusting classmates. The things they talked about disgusted me and made me feel ill at ease. I knew that I would feel unhappy if I stayed there but I was defeated by the social norms. ,disgust,"[0.8840521474679311, 0.9740269482135773, 0.9307160278161367, 0.9120362599690756, 0.25974007975310087, 0.895505428314209, 0.948443591594696]",0.9740269482135773
shame,"I had obviously done the work badly but my class-mates of the student's association did not blame me, they helped me do the work. ",shame,"[0.3791022322451075, 0.4834599693616231, 0.6283267761270205, 0.6371022785703341, 0.14002316802119216, 0.7175962055722872, 0.8593476215998331]",0.859347621599833
guilt,I had not done my assignment seriously. I only pretended to finish the work as the work did not have any meaning for me. The whole thing made me feel guilty. ,shame,"[0.7458103597164154, 0.780885249376297, 0.798279677828153, 0.9491057395935059, 0.16372666453632215, 0.8747620185216268, 0.9510566890239716]",0.951056689023971
joy,I preached to a F. students in a gospel camp. They thus knew more about God and made up their minds to believe in Jesus. ,joy,"[0.24696113045016924, 0.09340266076227029, 0.3476134476562341, 0.5910125176111857, 0.7030012955268224, 0.2902427626152833, 0.21537572455902895]",0.7030012955268224
fear,When the doctor told me that there was something wrong with my eye and I had to undergo an operation. ,fear,"[0.7419180075327555, 0.6200298964977264, 0.8703443308671316, 0.8513867855072021, 0.14662864608302092, 0.826279029250145, 0.7845282057921091]",0.8703443308671316
anger,I had left a student newspaper of the Chinese university on the table of the library. It had disappeared when I came back. ,guilt,"[0.6191012014945348, 0.46398764848709106, 0.5136369342605273, 0.7650346557299296, 0.3149858222653468, 0.5714506655931473, 0.5395534137884775]",0.7650346557299296
sadness,"One of my class-mates had a disease unexpectedly, he had been in a coma for six days in a hospital before he died. ",fear,"[0.6137558321158091, 0.6073231299718221, 0.8603146771589915, 0.8384546637535095, 0.22090717612688118, 0.7930411100387573, 0.644453227519989]",0.8603146771589915
disgust,"Someone, who was sitting very close to me, was smoknig in the compartment of an air conditioned mini-bus. ",guilt,"[0.7605436444282532, 0.6309270709753036, 0.6298166861136755, 0.8444490333398184, 0.11523044761270285, 0.46516652156909305, 0.7775924603144327]",0.8444490333398184
shame,"In the compartment of a public transport railway, I did not give my seat to an old man who was standing near me. It was another teenager who did so. ",guilt,"[0.6072662646571795, 0.4162681922316551, 0.2887580419580142, 0.8643005788326263, 0.13081829032550255, 0.5583135088284811, 0.6496672332286835]",0.8643005788326263
guilt,One saturday night I did some meaningless work and went to bed very late. Next morning I had was very sleepy so I continued sleeping even though I had work to do and I missed the Sunday service. ,guilt,"[0.6543837239344915, 0.7009931455055872, 0.7374039987723032, 0.9071941574414571, 0.3781944264968236, 0.8579165041446686, 0.8188811540603638]",0.9071941574414571
joy,When I attended the concert of a pop singer. ,guilt,"[0.44549789279699326, 0.20663139099876085, 0.290144478281339, 0.7208168754975001, 0.6984154234329859, 0.42097137744228047, 0.3923293973008792]",0.7208168754975001
fear,I was afraid that I would fail an examination. ,fear,"[0.4803281289835771, 0.679444154103597, 0.9853368997573853, 0.8742862244447073, 0.0022422289475798607, 0.8198466598987579, 0.8582198520501455]",0.9853368997573853
anger,I had too much homework and examinations and I did not know how to organize my work. ,guilt,"[0.6582772235075632, 0.47562701255083084, 0.7473045488198599, 0.8807513117790222, 0.10237995667072634, 0.6735142717758814, 0.7185804893573126]",0.8807513117790222
sadness,When I forgot the lyrics during a song contest. ,guilt,"[0.41966734391947585, 0.22130792339642844, 0.3535730180641015, 0.8170006473859152, 0.012354095466434956, 0.42164001365502674, 0.7012212425470352]",0.8170006473859152
disgust,Because of the examination I had to study night and day. ,guilt,"[0.44502314055959385, 0.2626307892302672, 0.579859733581543, 0.7036047428846359, 0.20017597226736447, 0.47997962435086566, 0.36623572806517285]",0.7036047428846359
shame,I did badly in the mid term examination. ,shame,"[0.8266478776931763, 0.879943331082662, 0.8654821217060089, 0.9696208238601685, 0.003520950432478761, 0.8451632559299469, 0.9765355487664541]",0.976535548766454
guilt,The results of the mid term examinations were very poor. ,shame,"[0.8958030243714651, 0.9235106507937113, 0.893062432607015, 0.9436649680137634, 0.004095549549674615, 0.8569070746501287, 0.964683731396993]",0.96468373139699
joy,When I had a good result in the certificate examination. ,joy,"[0.045712435307602085, 0.011966843584862849, 0.06844254381333788, 0.2856973384817441, 0.8896609743436178, 0.022921913691485923, 0.004653140145819634]",0.8896609743436178
fear,When I was walking along a road alone on my way to go shopping. ,sadness,"[0.7012369980414709, 0.6373334676027298, 0.7502586642901102, 0.7918446262677511, 0.6303938527901968, 0.8372567097345988, 0.7724244594573975]",0.8372567097345988
anger,"In the student's union there was someone who took the photocopies of two large volumes. I asked him to let me take a few, he refused it for an acceptable reason. ",guilt,"[0.6259336719910303, 0.4016298030813535, 0.4003707282245159, 0.7251914143562317, 0.2678852329651515, 0.5567723562320074, 0.5602761308352152]",0.7251914143562317
sadness,When another person's mother died. ,sadness,"[0.5852187275886536, 0.619913270076116, 0.799474279085795, 0.8252334495385488, 0.03337094977420444, 0.854612390200297, 0.6501943518718084]",0.854612390200297
disgust,I greeted a friend and he did not respond. ,sadness,"[0.5951081564029058, 0.37128207087516785, 0.5179662903149923, 0.8005430201689402, 0.11536598609139521, 0.8378750830888748, 0.7716811994711558]",0.8378750830888748
shame,"In an examination ,which other students found easy I could hardly think and did not know what to answer. ",shame,"[0.7808721760908762, 0.5942585368951162, 0.8660894135634104, 0.8940960168838501, 0.01959659522981383, 0.8390133182207743, 0.9014455576737722]",0.901445557673772
guilt,"I cut a friend's hair in anger, without any consideration. ",anger,"[0.9826173583666483, 0.9361570378144582, 0.5029211225919425, 0.8350871652364731, 0.009530510027010072, 0.24930037705538174, 0.9160907665888468]",0.9826173583666483
joy,Yesterday my friend gave me a gift and had dinner with me. ,joy,"[0.06207943040256699, 0.015295144325743118, 0.059550556975106396, 0.2585805905982852, 0.8510411282380422, 0.041851659188978374, 0.06302628107368946]",0.8510411282380422
fear,Once while walking along a hill I fell down out of carelessness and I broke my left arm. ,guilt,"[0.6887222826480865, 0.5414493083953857, 0.7438006649414698, 0.8518062730630239, 0.13438580891427895, 0.7493140151103338, 0.8367462952931722]",0.8518062730630239
anger,"Last week, my organization summoned an executive meeting and one of the executive member's pointed out a loop hole in the committee's administration. He could not suggest any improvements, so I quarrelled with him. ",anger,"[0.8823850254217783, 0.621935193737348, 0.47706369683146477, 0.805813709894816, 0.10808229663719733, 0.5731547152002653, 0.6445503085851669]",0.8823850254217783
sadness,The death of my father. ,sadness,"[0.7033869624137878, 0.6999809940656027, 0.9082062542438507, 0.8755925099054972, 0.05482106106743837, 0.909556637207667, 0.7378028929233551]",0.909556637207667
disgust,"I was sitting in the bus and a man with a very unpleasant smell came and sat next to me, to top it all he smoked continously. ",anger,"[0.9697600503762563, 0.9689338902632395, 0.9570091664791107, 0.887550155321757, 0.05146760204418873, 0.852973610162735, 0.9522491693496704]",0.9697600503762563
shame,When I was in the canteen of the United college I mistook a stranger for a classmate as I was not wearing my glasses. I realized that I had made this mistake when I saw him again carefully. ,guilt,"[0.5973434994618098, 0.38926275571187335, 0.6238630264997482, 0.913588951031367, 0.3858202596505483, 0.6558239161968231, 0.7441838383674622]",0.913588951031367
guilt,I got up late and I could not go to my lessons on time. When I entered the class room the stare of the teacher and my classmates made me feel guilty. ,guilt,"[0.8508971631526947, 0.8087173600991567, 0.8946068088213602, 0.9747490485509237, 0.17688115814235061, 0.866625964641571, 0.958072284857432]",0.9747490485509237
joy,When my application for studying the masters degree was accepted. ,joy,"[0.3278489528844754, 0.20341588680942854, 0.3531879608829816, 0.5948104113340378, 0.8171886305014292, 0.3559177393714587, 0.21955768391489983]",0.8171886305014292
fear,"Once at midnight, I was working alone at office and the phone suddenly rang. ",sadness,"[0.47804494947195053, 0.44971660772959393, 0.4876444935798645, 0.5066815614700317, 0.213951642314593, 0.574973945816358, 0.4410500725110372]",0.574973945816358
anger,"When I was concentrating on my work, my friend disturbed me continously. I asked him to stop but in vain. ",guilt,"[0.9257640838623047, 0.8200264573097229, 0.8831576108932495, 0.9474793374538422, 0.19736105754661062, 0.8339119851589203, 0.9153347114721934]",0.9474793374538422
sadness,"I had asked the teacher to write a recommendation letter for me, but I had not provided enough information and had run short of time. ",guilt,"[0.4969723845521609, 0.14780925679951906, 0.3768203469614188, 0.8090489208698273, 0.1850209451901416, 0.6192048142353693, 0.4159123972058296]",0.8090489208698273
disgust,"When I was talking to a person who is a hypocrite, I felt disgusted at his reaction. ",disgust,"[0.9824535250663757, 0.9875617722670237, 0.8383650779724121, 0.8362690011660258, 0.017149016697658226, 0.6905407160520554, 0.9790318111578623]",0.9875617722670237
shame,My companion admired me when I did some work voluntarily. ,joy,"[0.0008006041656093051, 0.0003254864495829679, 0.02058428314436848, 0.08871800033375621, 0.788221518198649, 0.0013166242715669796, 0.0011918930589066197]",0.788221518198649
guilt,My wrong behaviour made my loved one feel sad and uneasy. ,guilt,"[0.646766205628713, 0.8975366652011871, 0.9275229374567667, 0.977089007695516, 0.0005935409668988237, 0.935388058423996, 0.972655455271403]",0.977089007695516
joy,"When I first heard ""I like you ! "" from my boyfriend. ",joy,"[0.0010033745784312487, 0.0006285257550189272, 0.03712055932070749, 0.2879180526554895, 0.9588518937428793, 0.0006705287839092003, 0.0033419407554902136]",0.9588518937428793
fear,"When I received the higher level exam results, I mistook the grade E in mathematics for a grade F and I was shocked. ",guilt,"[0.8214282790819804, 0.6981956660747528, 0.8864921232064565, 0.8923198282718658, 0.17652363438780108, 0.7581690400838852, 0.8384947677453359]",0.8923198282718658
anger,I had planned to study for my mid-term exams on a certain day and my room-mate called me to ask me to go out for a stroll. I tried to make an excuse so as not to go out but she refused to listen to me and insisted that I go out with her. I find it unnecessary to talk to her anymore. ,guilt,"[0.8230799039204916, 0.7248623122771581, 0.7358172337214152, 0.8659893174966177, 0.2481784150004387, 0.8069538474082947, 0.8038856486479441]",0.8659893174966177
sadness,Due to some reasons my boyfriend and I decided to separate. ,guilt,"[0.5033171822627386, 0.5136434882879257, 0.5602223550279936, 0.7964671850204468, 0.11842249813101564, 0.7917323857545853, 0.6442834536234537]",0.7964671850204468
disgust,"Once when I had started to write a paper, there was a phone call for me. I had to go downstairs to receive it and after the conversation I discovered that all the information had disappeared from my mind. ",guilt,"[0.5338980083664259, 0.42934244374434155, 0.5626027236382166, 0.6901300003131231, 0.12797151692211628, 0.6083344717820486, 0.5392843931913376]",0.6901300003131231
shame,"When the teacher asked me a question, I did not know the answer and I just stood still for about a few minutes without saying a word. ",guilt,"[0.5267402256528536, 0.48775484164555866, 0.7409546176592509, 0.8067934711774191, 0.04423677634137372, 0.72183425227801, 0.7832657595475515]",0.8067934711774191
guilt,Once when I was in the cell group (religious activity) I found that almost everyone in the group read the bible daily and I felt guilty in my heart. ,guilt,"[0.5005841702222824, 0.5073649187882742, 0.6487499326467514, 0.8818087379137675, 0.14793089573504403, 0.7762453903754553, 0.7263926044106483]",0.8818087379137675
joy,When I read the newspaper that morning I found my candidature number on the admission list of the Chinese university. I was satisfied and happy and the cumulative anxiety disappeared. I only wanted to cry out that I had succeeded. ,joy,"[0.06256624404340982, 0.022918997895127784, 0.14723479542105147, 0.46823588634530705, 0.9593731065591177, 0.01579639482467125, 0.0789744957194974]",0.9593731065591177
fear,Tutorial again ! A fearful feeling came to me when I sat on the chair and looked at my fellow students all around. I was really scared that they would ask me some questions or challenge the ideas that I had presented. ,fear,"[0.7465564409891764, 0.8284512261549631, 0.9912375609079996, 0.8487565020720164, 0.12117972537331904, 0.826289047797521, 0.7215502212444941]",0.9912375609079996
anger,"The trick was really intolerable. They hid it, and I was worried and restless all day. When I saw them I really wanted to slap each one of them. ",anger,"[0.9876987139383951, 0.9759064118067423, 0.9822633663813273, 0.9165802299976349, 0.09829142064942668, 0.9039407273133596, 0.9365369379520416]",0.9876987139383951
sadness,"A and I were walking along the new Asia stairway to the Chung Chi college for our lecture and I saw him with her. He put one arm around her shoulder and laugher brightly and joyfully. I did not dare and did not want to look, just walked by them quickly. The interest of talking to A disappeared and I just wanted to remain silent. But I did not want A to know and so I left him and went to F. I should have expected this to happen. ",guilt,"[0.7364227523406347, 0.8188070555528005, 0.8910660644372305, 0.9208542704582214, 0.756283663213253, 0.8300811847050985, 0.8693820337454478]",0.9208542704582214
disgust,Knowing that I had to do the survey with him I felt very reluctant. Although I do not know him I feel disgusted by just looking at him. Thinking that the project lasted several days I regreted having joined that project. ,disgust,"[0.9543898403644562, 0.9857606490453085, 0.9657658338546753, 0.9239800075689951, 0.1447778039922317, 0.9454240202903748, 0.9732695321242014]",0.9857606490453085
shame,During the lesson the teacher called me and asked me if I had reported that I was late. I pretended that I had but looking at her eyes I knew that she knew that I was lying. I thought that it was really bad luck that she had examined the list of the students who were late. ,shame,"[0.8717642525831858, 0.8836705386638641, 0.912573903799057, 0.9133041302363077, 0.21949618558088937, 0.8322068949540457, 0.9506042699019114]",0.950604269901911
guilt,"That evening when I opened the songbook while I was singing the song ""Those were the days"" that guilt feeling became stronger. The lyrics described well - I was really wrong. The wish that I had made was really bad. If she were with me I would really be happy and we would play happily together like the days in secondary school and she would not be disappointed and gloomy because of me. ",guilt,"[0.5609488685925802, 0.6375864595174789, 0.6434524406989416, 0.9679479897022247, 0.2074444762741526, 0.880616287390391, 0.8400252362092336]",0.9679479897022247
joy,When I learnt that I could do further studies at the Chinese university. ,joy,"[0.45103363941113156, 0.29641056060791016, 0.4418898398677508, 0.6942912340164185, 0.7940212935209274, 0.5189003547032675, 0.41600723564624786]",0.7940212935209274
fear,My best frieend left school recently. The next day the weather turned bad suddenly and the male class-mates turned off the lights. I remained on the table and was scared. ,fear,"[0.80197873711586, 0.8585675160090128, 0.98003950715065, 0.8796568314234415, 0.1773535412697432, 0.9405890802542368, 0.8572606941064199]",0.98003950715065
anger,I was scolded by my mother for no reason. ,shame,"[0.8771758675575256, 0.7306081801652908, 0.6374906525015831, 0.809439887603124, 0.002101225072692614, 0.6442553251981735, 0.9285263419151306]",0.928526341915130
sadness,When I learnt that I had been betrayed by my friend. ,shame,"[0.9743548532327017, 0.9796395003795624, 0.9758229355017344, 0.960830807685852, 0.027300743155744083, 0.9387416740258535, 0.9861846963564554]",0.986184696356455
disgust,"When I dined with my new friends, one of them kept reminding us that he was superior. ",anger,"[0.6779934366544088, 0.5119381745656332, 0.4225614170233409, 0.6107450326283773, 0.24960412030729154, 0.40609466036160785, 0.4586777091026306]",0.6779934366544088
shame,While dining with some accquaintances I was asked something which I should have known but I did not know. ,guilt,"[0.5130808527270952, 0.38894108434518176, 0.4886483872930209, 0.8881133695443472, 0.1399719212204218, 0.5074515255788962, 0.7133320271968842]",0.8881133695443472
guilt,My friend came to the concert for my sake as it was me who had organized it and the concert was unsuccessful. ,guilt,"[0.8502694467703501, 0.7387591650088629, 0.7973839739958445, 0.9653720160325369, 0.11291916916767757, 0.8486588249603907, 0.9356620113054911]",0.9653720160325369
joy,I was accepted by the Chinese university. ,joy,"[0.2061354968075951, 0.07182343653403223, 0.284893486648798, 0.5023945358892282, 0.8298908273379008, 0.2111497422059377, 0.040063256242622934]",0.8298908273379008
fear,Waiting for the results of the High level examination. I was afraid of not being accepted. ,fear,"[0.5944429188966751, 0.5211364477872849, 0.9338666697343191, 0.825265367825826, 0.3077491765531401, 0.7974313596884409, 0.6459322025378545]",0.9338666697343191
anger,I had a date with a friend to see a movie and my friend was late. I waited for a long hour and was very angry. ,anger,"[0.9895696739355723, 0.9137398401896158, 0.8003339767456055, 0.8672844966252645, 0.14218225065269507, 0.7880049149195353, 0.9030026992162069]",0.9895696739355723
sadness,The quarrel between my parents. ,anger,"[0.9473958810170492, 0.8015375087658564, 0.7044183512528738, 0.8296627998352051, 0.02318906375633863, 0.6734534626205763, 0.8361568252245585]",0.9473958810170492
disgust,During the Chinese lessons a student often showed off. Moreover he misbehaved and dressed very badly. So disgusting ! ,disgust,"[0.9316679338614146, 0.9592897196610769, 0.7779132723808289, 0.6781545306245486, 0.17372581781819463, 0.6314949244260788, 0.9557113647460938]",0.9592897196610769
shame,I saw a bag on the street and just then a stranger passed by. I picked up the bag immediately and gave it to the stranger as I thought that it belonged to him. But it was not his bag and I felt ashamed. ,shame,"[0.7393854260444641, 0.8007589677969614, 0.8191426595052084, 0.9421023726463318, 0.2610236615873873, 0.8387881517410278, 0.9607356290022532]",0.960735629002253
guilt,I refused to lend my homework to a friend. ,guilt,"[0.9362210333347321, 0.9234928886095682, 0.8394495844841003, 0.9489155908425649, 0.07396144326776266, 0.8642706771691641, 0.9473733703295389]",0.9489155908425649
fear,"Once, before I had learnt to swim, I stepped on a slippery slope where there was a lot of moss and I slipped into the water. The water was very deep and I could not stand on my feet. I sank and had to use a lot of energy. ",fear,"[0.6140217979749044, 0.6346027751763662, 0.8661329249540964, 0.8473613162835439, 0.35833294068773586, 0.7287350396315256, 0.7745859225591024]",0.8661329249540964
disgust,"One day when I was sitting in a not very crowded bus, a middle aged woman was standing beside me. The person sitting next to me got up to get off and this woman pushed me and occupied the seat. Then she took off her shoes and put her feet on the seat. ",anger,"[0.8847589691480001, 0.7197624295949936, 0.7234316070874532, 0.852096845706304, 0.339842797567447, 0.7664286891619364, 0.8199469149112701]",0.8847589691480001
fear,When I saw a horrible movie - Alien. ,disgust,"[0.8954027394453684, 0.9814881285031637, 0.9687568346659342, 0.9163150091965994, 0.005036796520774563, 0.834906334678332, 0.9707439144452413]",0.9814881285031637
sadness,"In , my results at the university entrance exam were very poor - far from what I had expected. I thought that I would not be accepted at the university. ",shame,"[0.7261166125535965, 0.7777558167775472, 0.8573208153247833, 0.8577211797237396, 0.11598159931600094, 0.8374952971935272, 0.9078220129013062]",0.907822012901306
disgust,"I am disgusted by people who spoil their identity because of misbehaviour. This morning when I was in a crowded bus, I found a seat on which a university student was sitting on one side and he had put his bag and files next to him. There was very little space left and I sat down while he kept on reading. Even when I leaned on him he did not put his bag away. He did not respond and I felt very angry. ",anger,"[0.9936927755673727, 0.9908790091673533, 0.9390134116013845, 0.929207960764567, 0.34838867249588173, 0.9235346019268036, 0.9782300988833109]",0.9936927755673727
shame,During a lecture six students (including me) were asked to leave the class as we had not prepared for the lesson. I felt ashamed and angry. ,anger,"[0.9880418876806895, 0.9290972749392191, 0.8506108125050863, 0.9284007449944814, 0.09860567046174158, 0.8050526082515717, 0.9706441561381022]",0.9880418876806895
guilt,One evening I went fishing with some friends but we could not fish as a fisherman had already put his net there. We pulled out the net to find only crabs in it so we threw the net away. The net was large and may have cost $. The fisherman used the net to earn a living and we had had thrown it. ,guilt,"[0.694668119152387, 0.7969671487808228, 0.7727794051170349, 0.9055377940336863, 0.2972867799301942, 0.8664957582950592, 0.8618626793225607]",0.9055377940336863
joy,"I had a very close friend who went to Canada after her F. B, his departure was unavoidable. When he came back during the Summer holidays I was very happy as nothing had changed between us. ",joy,"[0.17237214154253402, 0.15602779341861606, 0.18491046084091067, 0.6298870046933492, 0.7444223314523697, 0.1096351429199179, 0.3472753291328748]",0.7444223314523697
fear,"The day before the university results came out I was both excited and scared. If I failed I did not know what I would do as I did not want to work, my family was ambivalent. ",fear,"[0.29041408995787305, 0.1081687913586696, 0.5734572199483713, 0.5636757252116998, 0.4203946677347024, 0.15669339848682284, 0.20286432094871998]",0.5734572199483713
anger,Before the certificate examination I was very poor in Biology (the worst result in my class). Ever since F. it had been getting poorer and poorer. I had tried my best and had spent most of my time studying this subject. Finally my results were so bad that I thought that it was just not fair. ,shame,"[0.8848534027735392, 0.8624134063720703, 0.8241090575853983, 0.9014536241690317, 0.25934894817570847, 0.8480676909287771, 0.9016914566357931]",0.901691456635793
sadness,My cat died from an illness. It had been with us for years. It was a lovely cat. It had been ill for one or two weeks and the veterinary surgeon had told us that it was dying. ,sadness,"[0.637924867371718, 0.5866525595386823, 0.8462531616290411, 0.9144726196924845, 0.3844560496509075, 0.9234746694564819, 0.726679652929306]",0.9234746694564819
disgust,In secondary school I had a class-mate who talked too much. Once we went to the cinema after school and she sat next to me and commented the movie throughout - very disgusting. ,disgust,"[0.9081817964712778, 0.9601006110509237, 0.8287768661975861, 0.8504524827003479, 0.10504026322936018, 0.6809921860694885, 0.9411297043164571]",0.9601006110509237
shame,Our teacher had invited us to lunch and once at the canteen we started introducing ourselves. Two of the boys showed a lot of interest in knowing personal details and then they started talking about some activities held in the college. I had little interest in those activities so I talked to another student sitting next to me as I was afraid that they would ask me questions on those activities. ,fear,"[0.7130036701758703, 0.6992875039577484, 0.881280779838562, 0.8573164840539297, 0.4637559528152148, 0.7470428049564362, 0.7549318075180054]",0.881280779838562
guilt,My younger sister wanted to take classes to learn a musical instrument. One Saturday morning my mother asked me to go with her for the registration. I did not want to go so I said that there might be many bad people at the club. As a resullt my sister was scolded by my mother. ,guilt,"[0.889337549606959, 0.8574936290582021, 0.850034256776174, 0.9366608361403147, 0.41285357251763344, 0.8156937857468923, 0.9361352125803629]",0.9366608361403147
joy,When I could study at university. ,guilt,"[0.397185683871309, 0.18644642581542334, 0.3348246216773987, 0.6554153263568878, 0.5527714192867279, 0.5316060731808344, 0.3102674310406049]",0.6554153263568878
fear,When I forgot the lines of the play during an orientation camp. ,guilt,"[0.5233454468349615, 0.32240095486243564, 0.4849049324790637, 0.8776201605796814, 0.020887878995078307, 0.6322066312034925, 0.7239292611678442]",0.8776201605796814
anger,Before the department meeting my friend ate a dish that I had prepared for this meeting. ,guilt,"[0.3880600035190582, 0.22928042088945708, 0.2997036352753639, 0.8270327647527059, 0.520814115802447, 0.4029720363517602, 0.5173348287741343]",0.8270327647527059
sadness,"I had a very short term romance during the summer vacations. When we first met I felt excited but I wanted to avoid him after we had met a few times and so I proposed that we stay apart, I felt very sad then. ",sadness,"[0.6685612897078196, 0.7206581781307856, 0.7270506322383881, 0.8754553894201914, 0.21693430850670362, 0.9754270215829214, 0.7457018395264944]",0.9754270215829214
disgust,I felt disgusted on seeing my boyfriend after our separation. One day he was begging at the mass transit railway station and at that moment I hated him. ,disgust,"[0.9744880596796671, 0.9854222138722738, 0.9149635632832845, 0.9079582989215851, 0.07350866238508995, 0.8911339044570923, 0.9684986273447672]",0.9854222138722738
shame,Acting in a play at the orientation camp made me feel timid. ,fear,"[0.2857556407689117, 0.2490698400263985, 0.7387159789601961, 0.7353601107994715, 0.03327481824574837, 0.5524484540025393, 0.624469251682361]",0.7387159789601961
guilt,I made my boyfriend so unhappy and depressed that I feel guilty. ,guilt,"[0.6723981102307638, 0.8626566628615061, 0.8656491239865621, 0.9898426135381063, 0.01409729031244448, 0.9631147384643555, 0.9706825613975525]",0.9898426135381063
joy,"My friend had organized a birthday party for me secretly, I was very happy not so much for the presents but because they seemed to care for me. ",joy,"[0.0023193562616749355, 0.0017252833010085549, 0.09639145503751934, 0.26624214959641296, 0.8818665047486623, 0.007063581288093701, 0.06673667428549379]",0.8818665047486623
fear,My year old grandfather underwent three successive operations during a single year. The third operation was risky and I was scared that he would die and feared that my grandmother would be very sad. ,fear,"[0.6137839406728745, 0.6172356853882471, 0.9833849171797434, 0.8478999435901642, 0.17927152948686853, 0.796887050072352, 0.7063216467698415]",0.9833849171797434
anger,My elder brother often criticizes my mother's cooking. Once he did it very impolitely and lost his temper. This made all of us very sad. I was very angry and I scolded him. He asked me not to interfere with what was his buisness. ,sadness,"[0.8857405086358389, 0.8172392745812734, 0.6685985773801804, 0.8040282626946768, 0.10104683658573776, 0.9084242482980093, 0.8139921824137369]",0.9084242482980093
sadness,"When my grandfather died I was extremely sad. However my family members did not have any special feelings, they said that he was already years old. ",sadness,"[0.28422791759173077, 0.49629590411980945, 0.5529116131365299, 0.7562572658061981, 0.08204844883584883, 0.9199829598267873, 0.5838831414779028]",0.9199829598267873
